"rank","headword","pos","english","sample","range","rawFreq","oral","fiction","nonFiction"
1119,"intenso","adj","intense, acute","estaban poseídos por un sueño muy intenso de independencia",99,"1209","NA","NA","NA"
2472,"fumar","v","to smoke","en vez de fumar, masca el tabaco",79,"964","NA","NA","low"
2230,"acá","adv","here, around here","estuve por acá el sábado pasado",80,"1588","high","NA","low"
2280,"juntar","v","to bring together","nos reunimos para juntar la plata para comprar la lotería",81,"696","NA","NA","low"
876,"intención","nf","intention","comunicó a los dueños su intención de comprarles el piso",100,"1420","NA","NA","NA"
1954,"secreto","nm","secret","¿cuál es el secreto de la longevidad de su voz?",89,"1124","NA","NA","NA"
344,"falta","nf","lack, shortage","sería una locura, una falta de ese sentido de la realidad",100,"3789","NA","NA","NA"
1824,"pájaro","nm","bird","parece un pájaro volando en el cielo",89,"1153","NA","NA","NA"
1536,"registrar","v","to register, record","se dedicaron a registrar y a conservar la herencia folclórica",94,"1214","NA","NA","NA"
810,"perfecto","adj","perfect","queríamos encontrar el sitio perfecto",98,"1584","NA","NA","NA"
1773,"setenta","num","seventy","en mayo, cumpliré los setenta años",91,"700","high","NA","NA"
1715,"primario","adj","primary","la producción del sector primario continúa siendo muy importante",95,"971","NA","NA","NA"
1297,"kilómetro","nm","kilometer","¿sabes cuánto es un kilómetro de distancia?",95,"1264","NA","NA","NA"
2299,"distribución","nf","distribution","quiere controlar personalmente la distribución de sus libros",88,"778","NA","low","NA"
2329,"centímetro","nm","centimeter","un metro de profundidad y sesenta centímetros de ancho",83,"561","NA","NA","NA"
1865,"espiritual","adj","spiritual","la vida espiritual puede ser una fuente de paz interior",93,"739","NA","NA","NA"
790,"viajar","v","to travel","le gustaba viajar en tren",99,"1468","NA","NA","NA"
1514,"tensión","nf","tension, stress, strain","nada me parecía serio, a pesar de la tensión y el anormal silencio",97,"959","NA","NA","NA"
937,"atravesar","v","to cross","para llegar al monte tenía que atravesar la pista caminando",100,"1224","NA","NA","NA"
589,"producto","nm","product","el arte es, en parte muy grande, producto de su época",100,"3425","NA","NA","NA"
334,"menor","adj","younger, youngest","E. era el menor de los hermanos",100,"3960","NA","NA","NA"
2554,"injusticia","nf","injustice","como un hombre ante la adversidad, contra la injusticia y la tiranía",86,"349","NA","NA","NA"
1534,"rendir","v","[se] to give in; to render","habría caído de rodillas para rendir tributo a la obra",96,"629","NA","NA","NA"
827,"elección","nf","election, choice","este año tendremos elección de 10 gobernadores",99,"3018","NA","NA","NA"
1388,"conducta","nf","conduct, behavior","no encontraba en su conducta algo que mereciese un golpe tan brutal",97,"1401","NA","NA","NA"
939,"perro","nm","dog","el gato, el perro y los pollos fueron domesticados muy pronto",96,"2139","NA","NA","NA"
1755,"tío","nm","uncle, guy","a otra pradera, donde vivían sus tíos y sus primas",82,"2352","high","NA","low"
1539,"atribuir","v","to attribute","de no saber a qué atribuir semejante aire optimista",96,"802","NA","NA","NA"
305,"suponer","v","to suppose, assume","era absurdo suponer que la guerrilla cambiara sus planes",100,"4114","NA","NA","NA"
913,"peligro","nm","danger, menace","ante el peligro de la muerte, Douglas recordó toda su vida",99,"1610","NA","NA","NA"
977,"exactamente","adv","exactly","quedan exactamente dos segundos y seis décimas",96,"1626","high","NA","NA"
1261,"americano","adj","American","¿viste las series americanas que dan por televisión?",95,"1533","high","NA","NA"
1899,"rapidez","nf","speed, velocity","una cortina metálica se deslizó con gran rapidez y tremendo ruido",94,"491","NA","NA","NA"
990,"mínimo","adj","minimum","son alumnas que no tienen el mínimo interés por aprender",100,"1283","NA","NA","NA"
239,"igual","adj","equal, same (as)","los indios son seres humanos iguales que nosotros",100,"5712","NA","NA","NA"
2590,"simpático","adj","nice, likeable, friendly","era muy simpática, muy divertida, muy alegre",79,"490","NA","NA","low"
2168,"caído","adj","fallen","aparecés vos como un ángel caído del cielo",90,"640","NA","NA","NA"
580,"precisamente","adv","precisely","el problema no era precisamente el cuidado de la rosa",96,"2947","high","NA","NA"
540,"conocido","adj","known, well-known","Velázquez fue también un pintor muy conocido en Sevilla",100,"2643","NA","NA","NA"
2577,"sutil","adj","subtle","ella es capaz de percibir una sutil diferencia entre ambos sonidos",84,"424","NA","NA","NA"
1915,"bolsa","nf","bag, purse, stock exchange","le extendía a su amiga la bolsa con hielos y la botella",88,"822","NA","NA","NA"
975,"superar","v","to overcome, surpass","el sistema inmunológico supera a la bacteria",98,"1656","NA","NA","NA"
1601,"ocupado","adj","busy, occupied","pensando que estaría muy ocupado trabajando para los tres",97,"639","NA","NA","NA"
2009,"querido","adj","dear, beloved","nuestra querida patria, la hermosa isla de Cuba",85,"777","NA","NA","low"
974,"definir","v","to define","la suma de los actos que define una vida",97,"1845","NA","NA","NA"
225,"posible","adj","possible","trató de hacer el menor ruido posible para no despertarla",100,"6732","NA","NA","NA"
1771,"desplazar","v","to replace, move, shift","en la ventana, la claridad desplaza a las sombras",93,"828","NA","NA","NA"
338,"utilizar","v","to use, utilize","sería una buena idea utilizar colores pálidos",100,"6268","NA","NA","NA"
741,"dificultad","nf","difficulty, obstacle","nos encontramos en dificultades con esta nación",100,"1706","NA","NA","NA"
473,"línea","nf","line, course","la línea del horizonte que separa el cielo del mar",100,"3677","NA","NA","NA"
1138,"conclusión","nf","conclusion, end","la reflexión terminaba en una conclusión poco optimista",98,"1257","NA","NA","NA"
428,"poder","nm","power","le dio el poder de manejar la economía mundial",100,"5191","NA","NA","NA"
619,"uso","nm","use","nunca recuperaré el uso de la mano derecha",99,"2803","NA","NA","NA"
2586,"obvio","adj","obvious","era obvio que I. no iba a matarme",86,"419","NA","NA","NA"
2364,"estancia","nf","stay, stance, ranch","¿qué ha aprendido de su estancia en esta ciudad?",84,"601","NA","NA","NA"
1055,"discusión","nf","discussion, argument","entraríamos en una discusión final sobre el particular",99,"1092","NA","NA","NA"
351,"estado","nm","state, condition, status","hay un estado de incertidumbre que flota en el ambiente",100,"5287","NA","NA","NA"
1391,"salto","nm","jump, hop, skip","al dar un salto maravilloso, me quebré la pierna",93,"1252","NA","NA","NA"
820,"debajo","adv","underneath, below","buscan algo debajo de una mesa",98,"1583","NA","NA","NA"
912,"derecho","adj","right, straight","¿dónde está? // Derecho por el corredor, a la derecha",100,"1385","NA","NA","NA"
1194,"estrella","nf","star","la estrella más cercana es Alpha Centauri",92,"2287","NA","NA","NA"
2618,"mediodía","nm","noon, midday","deban celebrarse a mediodía o a primera hora de la tarde",81,"567","NA","NA","low"
1862,"latino","adj","Latin","congregaciones latinas y congregaciones americanas",88,"924","NA","NA","NA"
1399,"posterior","adj","rear, backside","las subieron al asiento posterior del automóvil",95,"1580","NA","NA","NA"
2498,"herramienta","nf","tool","la brújula magnética sirve como una herramienta direccional",85,"501","NA","NA","NA"
2040,"rostro","nm","face, countenance","su rostro nunca parece cambiar de expresión",83,"2757","NA","NA","NA"
1181,"absolutamente","adv","absolutely, completely","tu poder general es absolutamente válido",95,"1375","high","NA","NA"
943,"cuarenta","num","forty","era una mujer de unos cuarenta años",97,"1534","high","NA","NA"
1315,"acceso","nm","access, entry","prohibían el acceso de los niños a la extensa sala",96,"990","NA","NA","NA"
420,"verdadero","adj","true, real","cuyo verdadero nombre no conoció nadie",100,"3063","NA","NA","NA"
2594,"basura","nf","garbage, rubbish","se dedica a recoger basura en la playa",82,"400","NA","NA","NA"
267,"paso","nm","step, pace","sí, la escritura fue un paso decisivo",100,"6144","NA","NA","NA"
2114,"anuncio","nm","advertisement, announcement","después de un anuncio de nuestro sponsor magnánimo",86,"714","NA","NA","NA"
347,"través","adv","a través: across, over, through","los sentimientos que han llegado a mí a través de la música",100,"5326","NA","NA","NA"
1318,"prensa","nf","press","editores, distribuidores y vendedores de prensa y revistas",95,"1362","high","NA","NA"
1188,"consejo","nm","advice, council, counsel","hay que tener paciencia, fue el consejo de la comadre",99,"917","NA","NA","NA"
621,"profesor","nm/f","professor, teacher","fue profesor de física teórica en la universidad",97,"2906","NA","NA","NA"
1131,"coche","nm","car, carriage","¿no podemos venir ni en el coche ni en el tren?",93,"1962","NA","NA","NA"
1413,"margen","nmf","edge, margin, border, brink","los hippies, que llevan una vida un poco al margen de la sociedad",95,"920","NA","NA","NA"
2119,"nariz","nf","nose","toma el aire por tu nariz y tu boca",84,"1257","NA","NA","NA"
286,"ganar","v","to win, earn","a los diez años ganó el Premio Nobel",99,"4846","NA","NA","NA"
1432,"misión","nf","mission, task","él es cura y su misión es decir misa, bautizar a los muchachos, casar",96,"951","NA","NA","NA"
514,"fácil","adj","easy","no es fácil explicar con precisión lo que sucedió",100,"2609","NA","NA","NA"
1704,"ti","pron","you (obj prep-sg/+fam)","no, la carta no es para ti",83,"1886","high","NA","low"
2273,"abordar","v","to board, get in/on","tomados de la mano, fueron a abordar el coche",88,"553","NA","NA","NA"
2423,"nieve","nf","snow","la nieve seguía cayendo suave",82,"524","NA","NA","NA"
871,"solución","nf","solution, answer","no encontraría la solución a mis problemas",98,"2171","NA","NA","NA"
737,"equipo","nm","team, equipment, outfit","volvió a Madrid para formar un equipo de trabajo",97,"3576","NA","NA","NA"
477,"cabo","nm","end, bit; llevar a cabo: to carry out","llevó a cabo un importante trabajo científico",99,"3080","NA","NA","NA"
2566,"mediado","adj","mid, middle","más o menos a mediados de abril volví del trabajo",84,"718","NA","low","NA"
1554,"sensibilidad","nf","sensitivity","la sensibilidad estética es inherente a la naturaleza humana",98,"594","NA","NA","NA"
1357,"cuento","nm","story, tale","le gustaría reproducirlo en cuentos y novelas",90,"1619","NA","NA","NA"
1852,"entendido","adj","understood","nos confundió el código mal entendido",94,"458","high","NA","NA"
434,"conocimiento","nm","knowledge","desplegó un conocimiento variado de los costumbres del país",100,"3390","NA","NA","NA"
967,"presión","nf","pressure","está ejerciendo mucha presión para que no lo publiquemos",100,"1716","NA","NA","NA"
1828,"aconsejar","v","to advise, counsel","le aconsejó que conservara la calma y leyera un libro",92,"492","NA","NA","NA"
215,"recordar","v","to remember, remind","prefiero no recordar esa época de mi vida",100,"6684","NA","NA","NA"
1620,"raza","nf","race, lineage","fue el primer presidente de raza negra de la República de Sudáfrica",94,"869","NA","NA","NA"
548,"grave","adj","serious, solemn","hay momentos de crisis grave en el mundo",100,"2318","NA","NA","NA"
2046,"actualidad","nf","present (time)","ni siquiera en la actualidad son muchos los que conocen el tema",88,"1257","high","low","NA"
2038,"primitivo","adj","primitive","se sitúan estéticamente entre lo primitivo y lo refinado",90,"858","NA","NA","NA"
1584,"desgracia","nf","misfortune, bad luck","se emborracha y condena a su familia a la desgracia económica",94,"852","NA","NA","NA"
1997,"cualidad","nf","quality, attribute","su obra posee una cualidad extática, casi religiosa",92,"541","NA","NA","NA"
2352,"sencillamente","adv","simply","la leo y la leo porque sencillamente me gusta",82,"655","high","NA","NA"
529,"mandar","v","to send, order","la primera carta que Rita nos mandó de Francia",99,"2833","NA","NA","NA"
1305,"muchísimo","adj","great many, great amount","¡ahora vas a poder ganar muchísimo dinero!",91,"1614","high","NA","NA"
1910,"sección","nf","section, cut","dedicó una página entera en la sección de deportes",92,"724","NA","NA","NA"
1364,"puerto","nm","port, harbor","el puerto que sirve para tráfico oceánico",95,"1416","NA","NA","NA"
654,"pertenecer","v","to belong","un 30 por ciento confiesa pertenecer a otras religiones",100,"2006","NA","NA","NA"
36,"ya","adv","already, still","su marido ya ha dicho todo",100,"46778","high","NA","NA"
1936,"cultivar","v","to cultivate, produce","¿cómo pueden cultivar si no tienen tierra?",92,"633","NA","NA","NA"
1472,"belleza","nf","beauty","se da cuenta de la belleza natural que tiene Colombia",93,"1205","NA","NA","NA"
2298,"abandonado","adj","abandoned","se puede permitir que nos dejen aquí, abandonados, sin poder salir?",86,"519","NA","NA","NA"
954,"invitar","v","to invite","le voy a invitar con un café caliente",95,"1614","high","NA","NA"
2319,"judío","adj","Jewish","arrojan luz sobre la historia judía, y la lengua hebrea",81,"1255","NA","NA","NA"
223,"comenzar","v","to begin, start","a los veintidós años comenzó a aprender castellano",100,"6796","NA","NA","NA"
170,"cuenta","nf","bill, account","sería bueno sacar la cuenta y calcular gastos",100,"7822","NA","NA","NA"
695,"caber","v","to fit (into)","no van a caber las cosas en la casa",99,"1816","NA","NA","NA"
183,"trabajar","v","to work","comenzaban a trabajar de camareros",100,"7728","high","NA","NA"
2350,"drama","nm","drama","¿te gusta la comedia o el drama?",87,"577","NA","NA","NA"
383,"olvidar","v","to forget","no he podido olvidar aquella noche de tu despedida",98,"4224","NA","NA","NA"
2544,"cansancio","nm","tiredness, weariness","cuando el sol ya se pierde y el cansancio me pone a dormir",85,"551","NA","NA","NA"
2528,"riguroso","adj","rigorous, severe","hacer una dieta rigurosa y escasa de grasas",88,"387","NA","NA","NA"
1344,"crítica","nf","criticism, critique","resentimiento que expresó en las críticas sobre su conducta",96,"1280","high","NA","NA"
1257,"descansar","v","to rest","sin descansar tuvimos que correr a Chorrillos",99,"897","NA","NA","NA"
798,"compañía","nf","company","la compañía de teléfonos fue un monopolio de Estado",98,"1914","NA","NA","NA"
959,"tardar","v","to delay, take long","el tren se tardó doce horas en llegar a Roma",98,"1212","NA","NA","NA"
2253,"exclusivo","adj","exclusive","recordó un centro “privado”, casi exclusivo para nosotros",91,"539","NA","NA","NA"
2047,"externo","adj","external, outward","el cambio fue sólo externo, por dentro seguía igual",86,"1554","NA","low","NA"
1849,"criticar","v","to criticize","podíamos criticar todo lo que no nos guste",93,"681","high","NA","NA"
2357,"afirmación","nf","statement, assertion","no acepto la afirmación de que somos el único país comunista",89,"659","NA","NA","NA"
2030,"sensible","adj","sensitive, sentient","su alma primitiva, sensible a todas las emociones del amor",91,"585","NA","NA","NA"
1864,"novedad","nf","latest news, newness","¿qué novedades ha habido durante mi ausencia?",92,"566","NA","NA","NA"
746,"reunión","nf","meeting, reunion","vamos a tener una reunión con él el próximo lunes",100,"2180","NA","NA","NA"
1442,"superficie","nf","surface, area","las ondas sísmicas que se generen en la superficie de Júpiter",91,"2050","NA","NA","NA"
306,"comprender","v","to understand","los había leído todos, sin comprender mucho",100,"4510","NA","NA","NA"
11,"haber","v","to have (+Ved)","no ha dicho nada",100,"196962","NA","NA","NA"
89,"quedar","v","to remain, stay","el aire empezó a quedarse quieto",100,"18152","NA","NA","NA"
784,"detalle","nm","detail","conoce en detalle los horrores de la dictadura",99,"1611","NA","NA","NA"
1818,"carretera","nf","highway, road","hay 3.39.644 km de carreteras, de los que el 46% está pavimentado",86,"938","high","NA","NA"
1892,"felicidad","nf","happiness","yo creo que la felicidad viene de dentro, no viene de fuera, ¿no?",85,"974","NA","NA","NA"
1367,"pesado","adj","heavy, boring, tiresome","el silencio se hizo igual de pesado que el aire",96,"1124","NA","NA","NA"
604,"proyecto","nm","project, plan","esta última fase del proyecto no llegó a ser realizada",99,"3021","NA","NA","NA"
2404,"apretar","v","to squeeze, tighten, compress","E. apretó la niña contra el pecho y comenzó a rezar",81,"975","NA","NA","NA"
1676,"definición","nf","definition","la definición del diccionario generalmente parece banal",94,"810","high","NA","NA"
2448,"admiración","nf","admiration","secretamente, sentía una mezcla de envidia y de admiración por A.",87,"444","NA","NA","NA"
1483,"apreciar","v","to appreciate","yo pude apreciar sus méritos",95,"850","NA","NA","NA"
500,"proponer","v","to propose","le voy a proponer que nos casemos",100,"2769","NA","NA","NA"
2547,"tejido","nm","fabric, tissue","en lana de colores sobre un tejido de fondo de lino",81,"862","NA","NA","NA"
136,"te","pron","you (obj/+fam)","¿no te han hablado?",94,"29887","high","NA","low"
561,"término","nm","term (language), end","se centra en el significado literal del término descrito",100,"3294","NA","NA","NA"
847,"intervenir","v","to intervene","en espera del momento apropiado para intervenir",100,"1312","NA","NA","NA"
2424,"multitud","nf","multitude","somos una multitud de gentes honradas",87,"619","NA","NA","NA"
1829,"vocación","nf","vocation, calling","pero su vocación no era de maestro, ni de obrero, ni de técnico",89,"709","NA","NA","NA"
792,"separar","v","to separate","sonrió sin separar los labios",100,"1606","NA","NA","NA"
850,"perfectamente","adv","perfectly","con un aspecto perfectamente sereno",97,"1343","high","NA","NA"
1576,"clima","nm","climate","el clima era tropical, húmedo, con vegetación abundante",94,"1090","NA","NA","NA"
2112,"vidrio","nm","glass, pane","los primeros objetos de vidrio se fabricaron en Oriente Próximo",83,"1159","NA","NA","NA"
177,"existir","v","to exist","¿puede existir alguien que sea perfecto?",100,"8521","NA","NA","NA"
2095,"horario","nm","schedule, timetable","depende de los horarios del vuelo",87,"513","high","NA","NA"
826,"película","nf","movie, film","en la misma zona donde se había rodado la película «West Side Story»",94,"2852","NA","NA","NA"
685,"desarrollo","nm","development","dicen que ya hay planes de desarrollo urbano",97,"4574","high","NA","NA"
789,"pensamiento","nm","thought, thinking","un pensamiento extraño nació en mi mente",99,"2423","NA","NA","NA"
825,"organizar","v","to organize","quisiera organizar un grupo de teatro",100,"1453","NA","NA","NA"
662,"totalmente","adv","totally, completely","el departamento estaba totalmente desnudo",99,"2005","high","NA","NA"
2465,"giro","nm","turn, draft, expression","el helicóptero se eleva mediante el giro de un rotor en el eje vertical",86,"354","NA","NA","NA"
2209,"paseo","nm","walk, ride","lo tomamos como un paseo por la plaza del pueblo",83,"764","NA","NA","NA"
122,"tomar","v","to take, drink","mi padre tomó un sorbo de agua y continuó hablando",100,"12645","NA","NA","NA"
2332,"denunciar","v","to denounce","querían denunciar sus atrocidades",82,"651","NA","NA","NA"
1233,"concentrar","v","to concentrate","la actualidad mediática concentra sus focos sobre este libro",98,"969","NA","NA","NA"
2487,"despacho","nm","office, study","ayer entró el expediente de divorcio en el despacho del juez",80,"776","NA","NA","NA"
1942,"muro","nm","(outer) wall, rampart","ya se cayó el muro de Berlín; Gorbachov vende Pizza Hut en la Plaza Roja",90,"897","NA","NA","NA"
379,"resultado","nm","result, outcome","fue el resultado de muchas acciones que parecían inútiles",100,"4244","NA","NA","NA"
2006,"orgullo","nm","pride","siente el orgullo de ser hija de un pueblo inmortal",91,"738","NA","NA","NA"
2475,"últimamente","adv","lately, recently","últimamente el frío de la noche nos ha matado",82,"444","high","NA","low"
1052,"niña","nf","child, young girl","comenzó a llorar como una niña pequeña",91,"2842","high","NA","low"
201,"familia","nf","family","la familia es la unidad social más significativa",100,"6410","NA","NA","NA"
618,"avanzar","v","to advance, progress","una procesión que avanza por la avenida",100,"2362","NA","NA","NA"
483,"atrás","adv","back, behind, ago","se olvidaba de mirar hacia atrás o hacia los lados",100,"2787","NA","NA","NA"
2558,"brillar","v","to shine, twinkle, be outstanding","esperaba ver brillar ese diamante lujoso",81,"762","NA","NA","NA"
430,"sistema","nm","system","están situados a 4 mil años luz del sistema solar",99,"8160","NA","NA","NA"
1871,"carro","nm","car, cart","lo encierran con carro y todo en garajes alumbrados",90,"785","NA","NA","NA"
392,"mostrar","v","to show","con un dedo me mostró un agujerito negro",99,"4184","NA","NA","NA"
666,"enfermedad","nf","illness, sickness","Diría aún que el rock es una enfermedad de los jóvenes",100,"2627","NA","NA","NA"
2607,"arreglo","nm","arrangement","tienen un arreglo entre ellos; documentos firmados tienen",83,"320","NA","NA","NA"
1006,"proteger","v","to protect","la ley protege cuidadosamente al menor",99,"1532","NA","NA","NA"
1189,"internacional","adj","international","gozan hoy día de un gran prestigio internacional",94,"2687","NA","NA","NA"
1382,"territorio","nm","territory","la Amazonia ocupa un territorio de 6.000.000 kilómetros cuadrados",93,"2204","NA","NA","NA"
2104,"apagar","v","to turn off, extinguish","¿puedes apagar la música de la radio?",86,"830","NA","NA","NA"
1549,"dimensión","nf","dimension, size","el arte ha introducido una dimensión más humana en la vida moderna",94,"949","NA","NA","NA"
1426,"régimen","nm","regime, diet","no pensaría eso mismo del régimen de Franco, del franquismo",93,"1802","NA","NA","NA"
341,"condición","nf","condition","afecta a la condición física de todos los órganos",100,"4828","NA","NA","NA"
2651,"luminoso","adj","bright, luminous","un cielo luminoso y claro",82,"576","NA","NA","NA"
587,"apenas","adv","hardly, barely","apenas quedaban menos de 75.000 soldados",100,"3760","NA","NA","NA"
2459,"visible","adj","visible","Capella es la estrella más visible de esta formación",83,"609","NA","NA","NA"
1485,"justamente","adv","just, exactly","es justamente porque me tienen confianza",90,"897","high","NA","NA"
2151,"inconveniente","nm","inconvenience, drawback","las ciudades grandes tenían ya el inconveniente de separar a las familias",92,"390","NA","NA","NA"
2603,"exagerado","adj","exaggerated","porque 4 contra 40 mil es un poco exagerado",88,"275","NA","NA","NA"
1343,"comportamiento","nm","behavior, conduct","el hipotálamo participa en la regulación del comportamiento sexual",94,"1516","NA","NA","NA"
164,"hoy","adv","today, nowadays","ayer estuvo aquí; hoy puede estar allá",100,"9119","high","NA","NA"
1331,"conceder","v","to grant, concede","la eficacia suficiente para conceder lo deseado",97,"893","NA","NA","NA"
1500,"mezclar","v","to mix","en sus ojos se mezclaban la alegría y la preocupación",97,"703","NA","NA","NA"
2239,"amenazar","v","to threaten","agarró su revólver para amenazar al ladrón",89,"646","NA","NA","NA"
1535,"observación","nf","observation","siempre al día en la observación de la política contemporánea",95,"985","NA","NA","NA"
1736,"reducido","adj","reduced, limited","fue después de eso que quedé así, idiota, reducido, inútil, maldito",93,"713","NA","NA","NA"
2390,"impacto","nm","impact","M. sintió el impacto de ver matar a un hombre",89,"561","NA","NA","NA"
44,"vez","nf","time (specific occurrence)","es la primera vez que estoy junto al mar",100,"35286","NA","NA","NA"
898,"tradición","nf","tradition","deberías ser fiel a la tradición religiosa",99,"2046","NA","NA","NA"
1889,"humor","nm","mood, humor","permaneció silencioso sin conseguir apreciar su sentido de humor",87,"788","NA","NA","NA"
202,"realidad","nf","reality, actuality","le habló a Rosabel, que en realidad se llamaba María",100,"7157","NA","NA","NA"
1046,"tarde","adv","late","llegó tarde a clase porque el despertador no sonó",95,"1445","NA","NA","NA"
2524,"abandono","nm","abandonment, desertion","delitos como abandonos, explotación de niños, y malos tratos",84,"431","NA","NA","NA"
140,"propio","adj","own, proper, typical","le doy dinero de mi propio bolsillo",100,"11518","NA","NA","NA"
2443,"camisa","nf","shirt","no usábamos traje, nada más que camisa y pantalón",80,"925","NA","NA","low"
1944,"menudo","adv","a menudo: often","es que ella padece muy a menudo de dolores de cabeza",89,"1129","NA","NA","NA"
976,"señora","nf","Mrs., lady, madam","Señora Shoemaker, ¿cuándo descubrió este cometa?",88,"4183","high","NA","low"
875,"plano","nm","plane, map, level","A., en el plano sentimental, se mueve muy seguro de dos cosas",100,"1427","NA","NA","NA"
1322,"proceder","v","to proceed, start","vamos a proceder como una nación distinta",95,"1326","NA","NA","NA"
2445,"pelota","nf","ball","¿qué crees tú del juego de pelota, de nuestro béisbol?",78,"787","NA","NA","NA"
1130,"comunidad","nf","community","mi nombre únicamente circula entre la comunidad médica nacional",94,"2334","high","NA","NA"
1937,"oportuno","adj","opportune, timely","en momento oportuno emprendieron el cruce",93,"463","NA","NA","NA"
106,"pensar","v","to think","trataba de pensar de dónde podría sacar el dinero",100,"15616","NA","NA","NA"
1109,"matrimonio","nm","marriage, married couple","nosotros tuvimos cinco hijos en el matrimonio",95,"1502","NA","NA","NA"
583,"sueño","nm","dream, sleep","tenía sueño de ser estrella de cine",100,"3508","NA","NA","NA"
1648,"patrón","nm","employer, landlord, patron saint","tu jefe o patrón tiene cada día una cara más espantosa",91,"1152","NA","NA","NA"
1689,"exposición","nf","exhibition, display","habrá una exposición internacional en el Museo de Arte Moderno",91,"921","NA","NA","NA"
1175,"ajeno","adj","not belonging to, detached","estás en el mundo, pero ajeno al mundo",96,"1146","NA","NA","NA"
1879,"inicial","adj","initial","la violenta expansión inicial del legendario big bang",92,"892","NA","NA","NA"
833,"árbol","nm","tree","las ramas del árbol, que dan sombra",96,"2381","NA","NA","NA"
808,"recorrer","v","to travel, cover (distance)","su trabajo le permitió viajar y recorrer el mundo",100,"1795","NA","NA","NA"
1958,"provenir","v","to come from, be from","nacer sin madre es como provenir de un laboratorio",93,"669","NA","NA","NA"
1428,"vital","adj","vital, lively, essential","eso era de vital importancia",96,"744","NA","NA","NA"
2126,"sabor","nm","taste, flavor, sensation","al despertar, tiene cierto sabor amargo en los labios",85,"684","NA","NA","NA"
79,"tanto","adj","so much, so many","no podía creer que haya tanta gente junta",100,"20531","NA","NA","NA"
303,"don","nm","courtesy title (m), Mr, gift","¿cómo era don Manuel?",96,"8262","NA","NA","NA"
711,"planta","nf","plant, floor","ninguna planta capaz de dar frutos puede crecer sobre esta tierra",99,"2451","NA","NA","NA"
2541,"enfrente","adv","in front (of)","estamos en un parque enfrente de la escuela",83,"455","NA","NA","NA"
2252,"turno","nm","turn, shift; en turno a: around","grita con fervor cuando le toca el turno de decir su frase",85,"683","NA","NA","NA"
357,"mí","pron","me (obj prep)","el regalo era para mí",91,"11031","high","NA","low"
2595,"escalera","nf","stairs, ladder","bajaban por la escalera del segundo piso",75,"980","NA","NA","low"
512,"acompañar","v","to accompany","deberá acompañar a la novia a la iglesia",100,"2830","NA","NA","NA"
603,"adquirir","v","to acquire, get","por unas cuantas pesetas es posible adquirir un par de tarjetas",100,"2224","NA","NA","NA"
2005,"industrial","adj","industrial","es siempre una economía industrial o comercial",87,"1829","high","low","NA"
955,"responsable","adj","responsible","siempre me sentí responsable de nuestra separación",99,"1599","NA","NA","NA"
1669,"increíble","adj","incredible, unbelievable","tenía una elocuencia increíble; podía hacerlo reír o llorar",93,"851","NA","NA","NA"
2444,"pluma","nf","pen, feather","toma la pluma y escribe en el libro de visitas",83,"632","NA","NA","NA"
2500,"panorama","nm","panorama, landscape","cuando tenía ante la vista un magnífico panorama de ilusiones",87,"504","NA","NA","NA"
2461,"hipótesis","nf","hypothesis","es una hipótesis que probablemente no sea verificable",85,"811","NA","NA","NA"
2271,"democrático","adj","democratic","un Gobierno democrático, defensor de las libertades cívicas",83,"1749","NA","low","NA"
2184,"solucionar","v","to solve, settle","decidió solucionar el problema de una manera muy inteligente",89,"485","high","NA","NA"
188,"cuatro","num","four","tienen cuatro patas y cuernos",100,"6880","NA","NA","NA"
1949,"indispensable","adj","indispensable, essential","es indispensable para crear un mercado líquido y eficiente",93,"557","NA","NA","NA"
2366,"anticipar","v","to anticipate, advance","anticipó horas difíciles si sigue lloviendo",88,"453","NA","NA","NA"
242,"tarde","nf","afternoon, evening","eran las dos de la tarde y yo estaba sin comer nada",100,"6459","NA","NA","NA"
1479,"encargado","adj","in charge of","¿quien está encargado de velar por su imperio?",95,"683","NA","NA","NA"
1427,"punta","nf","tip, point","empieza a saltar en la punta de los pies",92,"1285","NA","NA","NA"
1839,"precioso","adj","beautiful, precious","un lugar precioso, lleno de jardines con flores",87,"863","high","NA","NA"
2136,"consumo","nm","consumption","una manera de vivir que se juzgaba por su consumo de cigarros puros...",87,"1162","high","low","NA"
1953,"desastre","nm","disaster","soy un desastre, no estoy capacitada para opinar de nada",94,"538","NA","NA","NA"
1254,"discurso","nm","lecture, discourse, talk","en 1988 pronunció el discurso: «Chopín en España»",96,"1348","NA","NA","NA"
1672,"esencia","nf","essence","para penetrar la esencia de la música, para trascender el sonido",99,"672","NA","NA","NA"
364,"especial","adj","special","siento también una especial predilección por Stravinski",100,"3971","NA","NA","NA"
2118,"rincón","nm","corner, nook","lo encontraron, ebrio e inconsciente, en un rincón oscuro de la plaza",87,"899","NA","NA","NA"
2162,"torre","nf","tower","en un altillo idílico, con vista de la torre Eiffel",88,"539","NA","NA","NA"
1931,"ampliar","v","to enlarge, increase, expand","era el momento de ampliar el negocio, buscar nuevos mercados",91,"711","NA","NA","NA"
1923,"precisar","v","to do exactly, specify","entendía sus intenciones sin precisar palabras",92,"616","NA","NA","NA"
415,"dedicar","v","to dedicate, devote","cuando se quedó sola se dedicó más horas a escribir",100,"3324","high","NA","NA"
2164,"combinación","nf","combination","yo creo que es una combinación de las dos cosas ¿no?",90,"608","NA","NA","NA"
